34.447094, -120.451425 
34.522953, -120.511421 
34.542794, -120.550092 
34.556959, -120.581293 
34.554017, -120.622575 
34.581035, -120.645739 
34.692095, -120.601970 
34.730709, -120.614852 
34.738072, -120.626320 
34.858180, -120.610266 
34.904115, -120.670835 
34.975166, -120.650305 
35.033085, -120.633570 
35.078362, -120.629583 
35.123805, -120.635787 
35.153061, -120.675074 
35.175998, -120.714185 
35.160459, -120.756086 
35.204429, -120.846674 
35.247877, -120.896790 
35.294184, -120.879570 
35.360763, -120.862133 
35.430196, -120.884757 
35.453743, -120.955863 
35.460710, -121.003359 
35.571720, -121.114240 
35.635399, -121.166712 
35.666711, -121.272322 
35.713310, -121.314632 
35.783106, -121.332449 
35.795186, -121.347054 
35.844623, -121.406823 
35.885618, -121.462264 
35.970348, -121.486200 
36.014368, -121.531876 
36.025156, -121.574602 
36.099695, -121.622009 
36.165818, -121.680145 
36.227407, -121.779851 
36.241860, -121.826425 
36.302810, -121.888491 
36.393603, -121.903195 
36.485602, -121.941600 
36.582754, -121.970427 
36.634559, -121.923866 
36.611136, -121.860604 
36.682858, -121.814462 
36.777543, -121.796826 
36.815186, -121.791544 
36.850049, -121.812732 
36.931552, -121.862266 
36.968950, -121.906468 
36.971450, -121.951670 
36.951150, -122.027174 
36.953596, -122.067317 
36.955951, -122.105976 
37.013949, -122.206180 
37.072548, -122.260481 
37.101747, -122.284882 
37.105141, -122.294310 
37.115460, -122.322971 
37.144099, -122.344029 
37.187249, -122.397065 
37.248521, -122.418452 
37.314965, -122.405590 
37.337009, -122.401323 
37.374805, -122.409258 
37.435941, -122.443687 
37.461541, -122.445987 
37.492341, -122.493789 
37.521340, -122.516689 
37.576138, -122.518088 
37.612136, -122.496786 
37.686433, -122.496784 
37.708133, -122.500678 
37.735567, -122.505601 
37.771130, -122.511983 
37.800879, -122.465396 
37.805630, -122.398139 
37.790724, -122.385323 
37.738558, -122.376462 
37.729505, -122.356784 
37.715010, -122.361749 
37.708331, -122.389827 
37.707531, -122.393190 
37.592501, -122.360219 
37.558140, -122.244372 
37.504143, -122.168449 
37.521322, -122.129200 
37.528851, -122.111998 
37.581866, -122.144396 
37.640771, -122.152905 
37.667273, -122.162803 
37.667933, -122.163049 
37.698695, -122.213774 
37.726406, -122.249810 
37.755129, -122.252452 
37.777244, -122.312974 
37.809797, -122.333711 
37.830087, -122.303931 
37.893832, -122.328714 
37.908791, -122.334530 
37.905191, -122.378709 
37.955672, -122.425258 
37.978168, -122.367582 
38.007948, -122.368891 
38.009254, -122.342804 
38.010310, -122.321706 
38.051473, -122.262861 
38.060374, -122.269320 
38.105142, -122.301804 
38.143449, -122.393588 
38.142004, -122.397581 
38.109094, -122.488500 
38.108087, -122.491283 
38.032165, -122.499465 
37.996167, -122.452995 
37.966714, -122.488665 
37.921881, -122.486375 
37.893410, -122.448413 
37.852721, -122.418470 
37.826728, -122.483483 
37.830328, -122.537285 
37.875126, -122.601290 
37.906604, -122.678474 
37.893820, -122.702640 
37.935527, -122.754606 
37.976657, -122.797405 
38.016717, -122.856573 
38.031908, -122.939711 
37.992429, -122.974390 
38.003438, -123.011533 
38.112962, -122.960889 
38.175670, -122.953629 
38.237538, -122.987149 
38.273164, -122.986319 
38.295705, -123.003146 
38.297012, -123.004122 
38.299385, -123.053504 
38.335210, -123.068437 
38.390525, -123.085572 
38.474947, -123.166428 
38.511045, -123.249797 
38.565542, -123.331899 
38.596805, -123.349612 
38.699744, -123.441774 
38.741966, -123.514784 
38.767656, -123.540922 
38.798189, -123.571987 
38.843865, -123.638637 
38.872529, -123.659846 
38.913230, -123.710540 
38.954994, -123.732892 
39.021293, -123.690740 
39.125327, -123.721505 
39.193657, -123.765891 
39.271355, -123.798991 
39.360814, -123.825331 
39.446538, -123.814690 
39.552803, -123.766475 
39.621486, -123.782322 
39.684122, -123.792659 
39.723071, -123.829545 
39.832041, -123.851714 
39.863028, -123.907664 
39.922373, -123.954952 
40.001299, -124.025205 
40.013319, -124.035904 
40.021307, -124.068908 
40.078442, -124.087086 
40.116350, -124.139952 
40.130542, -124.187874 
40.184277, -124.258405 
40.243979, -124.343070 
40.260974, -124.363414 
40.331425, -124.353124 
40.374855, -124.365357 
40.438076, -124.409591 
40.504954, -124.387023 
