-9,-9,-9,-9,-9,-9,56,31,0,54,30,22,18,17,9,51,49,60,57,42,40,56,66,42,51,52,68,61,60,40,62,62,54,39,36,37,42,50,55,56,45,58,47,55,66,49,57,45,29,4,19,35,0,39,50,67,75,74,11,9,17,57,80,83,52,61,63,30,72,57,-1,75,65,-1,-1,-1,45,-1,60,55,62,73,59,24,61,58,82,85,17,78,43,46,90,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1,-1,55,72,45,40,38,55,39,41,32,59,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-9,47,52,7,66,26,16,21,39,46,78,73,52,55,58,46,50,55,40,38,59,66,60,57,37,18,48,68,53,50,52,35,56,48,57,25,72,54,70,50,74,67,50,64,34,30,3,27,46,72,39,50,28,24,64,69,58,57,26,44,62,40,57,82,26,40,52,86,83,-1,-1,-1,71,52,65,89,66,73,76,79,99,62,47,61,64,62,47,66,73,46,94,88,58,80,62,43,48,58,48,76,79,64,68,32,-1,-1,-1,-1,54,54,44,35,26,37,26,34,47,59,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-9,48,56,24,36,13,14,39,61,66,51,48,54,67,61,33,56,38,54,43,46,62,62,62,51,11,42,53,33,45,0,0,53,54,41,33,52,52,38,44,81,80,54,84,48,15,41,21,20,51,61,34,67,69,77,42,43,26,59,33,29,55,67,37,45,67,64,60,61,82,35,-1,45,62,50,-1,73,39,25,73,41,61,63,56,57,51,27,24,62,61,79,74,58,25,57,44,7,53,52,52,73,73,51,-1,-1,-1,-1,91,50,75,54,49,46,18,38,69,-1,36,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-9,47,50,44,11,23,28,28,47,36,55,58,60,61,32,37,49,44,10,4,33,49,52,60,54,46,26,28,24,62,69,50,24,19,34,24,12,53,51,43,64,42,89,57,69,33,13,43,30,23,56,71,69,77,59,48,43,27,71,32,21,28,56,73,48,16,59,39,45,64,34,45,51,63,-1,-1,45,29,17,81,90,66,69,50,-1,-1,-1,-1,51,74,59,72,69,14,36,40,55,53,71,67,49,81,58,-1,-1,-1,-1,-1,59,45,39,32,45,-1,66,64,51,50,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-1,51,61,38,38,33,2,23,66,35,59,53,49,37,44,22,14,32,62,23,35,61,53,50,55,34,56,13,45,68,67,0,1,0,14,55,57,29,53,54,52,51,55,87,48,66,52,63,50,63,53,82,96,73,60,50,52,52,7,-1,-1,23,69,0,41,46,72,45,60,53,33,48,60,55,50,77,-1,-1,78,60,49,45,58,34,-1,-1,34,40,51,76,76,90,62,74,38,50,65,35,60,96,53,57,84,78,-1,-1,-1,50,73,55,59,60,49,57,59,45,71,70,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-1,-1,37,38,43,50,36,7,28,30,47,53,50,37,33,22,28,17,15,21,10,48,40,48,31,21,52,31,28,34,27,8,29,2,61,57,34,40,54,51,78,51,51,49,22,57,43,9,23,70,48,73,75,83,66,66,61,45,69,53,18,65,21,47,65,44,32,28,86,71,63,21,39,51,45,53,78,72,47,64,63,78,55,59,57,-1,51,58,47,63,62,68,72,70,31,54,64,52,54,60,66,74,60,57,-1,-1,-1,58,51,65,41,77,48,-1,-1,50,60,56,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,0,58,53,39,42,28,46,0,27,41,68,45,68,41,13,14,0,8,53,34,4,50,25,51,2,30,30,32,31,41,38,22,42,52,51,42,53,73,77,67,56,72,43,58,18,47,63,95,97,38,36,35,66,61,60,62,65,66,43,69,0,57,36,36,66,26,55,10,20,24,46,38,38,53,42,45,62,68,73,70,63,66,53,54,51,49,39,47,36,68,59,69,60,49,45,32,33,55,50,48,62,77,51,-1,-1,-1,92,87,67,61,55,51,50,-1,-1,65,53,64,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-9,-1,51,52,54,64,7,41,45,23,37,42,52,43,21,13,0,15,0,17,39,21,0,60,28,29,43,34,38,49,9,52,25,30,84,55,60,57,90,54,48,15,48,13,14,49,58,69,98,46,40,37,61,61,62,53,56,61,64,53,59,47,30,39,78,71,77,13,28,46,19,29,43,28,19,28,27,54,53,57,56,0,76,73,71,65,48,57,39,53,53,57,-1,60,85,85,91,58,44,53,69,78,58,58,-1,69,77,84,68,58,52,55,-1,-1,-1,57,53,67,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-9,-9,-9,47,50,51,47,44,41,36,42,41,53,40,22,28,23,6,7,11,24,60,53,45,39,38,35,41,23,24,25,25,23,68,77,70,83,52,76,72,72,82,26,19,69,53,67,75,67,80,67,41,14,51,67,63,60,58,55,55,53,22,49,77,41,45,74,73,6,22,46,38,64,26,15,8,17,11,36,54,62,56,71,65,62,55,43,53,62,60,39,9,50,63,65,90,82,69,58,87,73,70,60,68,78,64,-1,66,64,71,49,50,-1,-1,-1,61,72,69,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-9,-9,-9,50,51,46,41,10,44,43,58,48,48,46,48,26,43,18,27,10,58,24,64,60,61,53,46,40,41,12,28,62,71,66,54,75,34,83,95,80,94,51,63,42,43,60,69,72,84,71,66,61,38,78,67,66,56,52,37,43,48,44,27,52,31,63,70,52,43,56,68,64,59,57,65,55,44,30,47,28,29,39,70,47,61,37,40,68,69,48,55,41,29,31,30,58,60,45,67,72,66,61,75,63,66,58,76,50,51,38,47,85,-1,-1,-1,51,71,54,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
